time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-10-19T20:31:55.464Z,-18.9154,178.0608,17.49,5.7,mww,,37,1.164,0.84,us,us70005w2i,2020-07-10T17:51:14.714Z,"94 km SSW of Suva, Fiji",earthquake,6.6,3.1,0.06,27,reviewed,us,us
2019-09-30T13:39:33.933Z,-17.6156,179.9142,603.51,4.7,mb,,59,1.779,0.8,us,us70005nvb,2019-12-20T19:04:03.040Z,"80 km NE of Levuka, Fiji",earthquake,10.3,7.3,0.032,293,reviewed,us,us
2019-09-30T13:30:09.993Z,-17.623,179.865,608.31,4.7,mb,,75,1.731,0.77,us,us70005nv5,2019-12-20T19:04:03.040Z,"76 km NE of Levuka, Fiji",earthquake,11.1,8.3,0.03,328,reviewed,us,us
2019-09-19T01:03:20.997Z,-17.4802,179.5836,576.83,4.5,mb,,140,1.483,0.55,us,us70005mer,2019-12-10T17:27:14.040Z,"70 km NNE of Levuka, Fiji",earthquake,15.1,7.6,0.15,13,reviewed,us,us
2019-09-15T14:03:08.081Z,-17.8601,179.5163,644.67,4.5,mb,,89,1.399,0.55,us,us60005m99,2019-12-05T18:30:52.040Z,"31 km NE of Levuka, Fiji",earthquake,13.7,11.4,0.131,17,reviewed,us,us
2019-07-27T22:00:42.595Z,-16.744,-179.5411,520.49,4.6,mb,,46,2.505,0.87,us,us60004wla,2019-10-11T20:12:43.040Z,"121 km ESE of Labasa, Fiji",earthquake,11.2,6.2,0.044,153,reviewed,us,us
2019-07-26T23:36:36.295Z,-16.734,176.3376,10,5.1,mb,,58,1.922,0.48,us,us60004w90,2019-10-11T20:12:37.040Z,"153 km NW of Lautoka, Fiji",earthquake,9,1.9,0.104,30,reviewed,us,us
2019-07-06T11:39:38.909Z,-18.3274,176.3511,10,4.9,mb,,85,1.719,1.13,us,us70004cip,2019-09-26T14:30:41.040Z,"126 km WSW of Nadi, Fiji",earthquake,10.1,1.9,0.106,28,reviewed,us,us
2019-07-06T06:41:16.710Z,-18.4416,176.4384,10,4.6,mb,,84,1.684,1.12,us,us70004lk0,2019-09-26T14:31:07.040Z,"125 km SW of Nadi, Fiji",earthquake,8.8,1.9,0.116,22,reviewed,us,us
2019-07-06T06:30:27.341Z,-18.4367,176.3138,10,5,mb,,91,1.791,0.4,us,us70004bz6,2019-09-26T14:30:34.040Z,"136 km WSW of Nadi, Fiji",earthquake,5.8,1.8,0.074,58,reviewed,us,us
2019-07-06T06:27:03.530Z,-18.5797,176.5119,10,5,mb,,119,1.684,0.78,us,us70004byv,2019-09-26T14:30:34.040Z,"128 km SW of Nadi, Fiji",earthquake,3.1,1.9,0.092,38,reviewed,us,us
2019-06-23T13:23:09.277Z,-16.3937,177.538,10,4.7,mb,,67,1.431,0.8,us,us600044uz,2019-09-11T15:19:37.040Z,"127 km N of Ba, Fiji",earthquake,4.3,1.9,0.073,56,reviewed,us,us
2019-06-10T20:25:21.283Z,-16.1481,178.3903,10.98,5,mb,,121,1.62,1.28,us,us70003xuq,2019-08-27T17:48:09.040Z,"108 km WNW of Labasa, Fiji",earthquake,12.3,1.9,0.059,91,reviewed,us,us
2019-05-25T04:50:10.944Z,-16.5505,177.6175,10,4.6,mb,,99,1.258,1.08,us,us70003tst,2019-08-13T14:30:50.040Z,"109 km N of Ba, Fiji",earthquake,9.1,1.8,0.244,8,reviewed,us,us
2019-05-24T09:36:17.702Z,-16.4554,178.0574,10,5.1,mww,,83,1.282,0.92,us,us60003rlu,2022-08-08T13:51:17.288Z,"126 km NNE of Ba, Fiji",earthquake,8.3,1.8,0.103,9,reviewed,us,us
2019-04-12T02:28:52.718Z,-17.9983,-179.3664,619.42,4.6,mb,,50,2.47,1.13,us,us700034r4,2019-06-20T19:03:20.040Z,"139 km E of Levuka, Fiji",earthquake,12.2,7.2,0.086,40,reviewed,us,us
2019-02-18T11:21:04.040Z,-16.8153,177.7027,19.84,4.6,mb,,114,0.983,1.32,us,us2000jji7,2019-05-01T22:01:02.040Z,"79 km N of Ba, Fiji",earthquake,13.7,5.5,0.141,20,reviewed,us,us
2019-02-17T03:08:08.720Z,-16.3247,178.8417,10,4.5,mb,,124,1.601,0.78,us,us2000jpml,2019-05-01T22:01:14.040Z,"57 km WNW of Labasa, Fiji",earthquake,12.9,1.9,0.204,7,reviewed,us,us
2019-02-09T22:46:28.250Z,-16.6074,177.495,10,4.6,mb,,136,1.25,0.64,us,us2000jngl,2019-04-25T15:32:01.040Z,"104 km N of Ba, Fiji",earthquake,11,1.9,0.173,10,reviewed,us,us
2019-01-28T16:00:16.790Z,-17.9627,-179.2838,618.77,5.5,mww,,70,2.545,1.15,us,us2000j9pz,2019-04-12T17:16:08.040Z,"148 km E of Levuka, Fiji",earthquake,10.5,4,0.071,19,reviewed,us,us
2018-12-13T01:13:58.110Z,-16.5182,178.0247,10,4.7,mb,,138,1.22,0.7,us,us2000iv1c,2019-02-16T22:29:06.040Z,"118 km NNE of Ba, Fiji",earthquake,14.5,1.9,0.173,10,reviewed,us,us
2018-12-13T00:55:06.470Z,-16.2571,177.7727,10,4.5,mb,,205,1.503,0.52,us,us2000iv1a,2019-02-16T22:29:06.040Z,"141 km N of Ba, Fiji",earthquake,10.3,2,0.205,7,reviewed,us,us
2018-12-06T03:49:22.470Z,-16.2608,177.9611,10,5,mb,,113,1.478,0.67,us,us1000i38i,2019-02-16T19:52:25.040Z,"144 km NNE of Ba, Fiji",earthquake,11,1.9,0.061,86,reviewed,us,us
2018-11-17T16:43:14.650Z,-15.7362,-179.9191,10,5.1,mb,,120,2.244,1.37,us,us1000ht8c,2022-05-03T19:39:08.761Z,"108 km NE of Labasa, Fiji",earthquake,9.4,1.8,0.043,176,reviewed,us,us
2018-11-14T20:42:17.800Z,-16.8908,177.5889,10,4.6,mb,,94,0.957,1.03,us,us1000hrus,2019-01-30T18:36:24.040Z,"71 km N of Ba, Fiji",earthquake,5.2,1.9,0.104,28,reviewed,us,us
2018-10-24T11:29:00.900Z,-16.3885,178.0536,10,5.2,mww,,67,1.348,0.83,us,us1000hgg0,2019-01-10T17:18:35.040Z,"133 km NNE of Ba, Fiji",earthquake,8.1,1.8,0.058,29,reviewed,us,us
2018-10-01T15:35:38.520Z,-16.9986,-179.1581,536.94,4.5,mb,,70,2.764,0.84,us,us1000h7mq,2018-12-14T20:32:42.040Z,"169 km ESE of Labasa, Fiji",earthquake,14.2,8.8,0.104,27,reviewed,us,us
2018-09-28T19:38:06.420Z,-18.6981,179.6129,655.81,4.5,mb,,97,1.76,0.86,us,us1000h74e,2018-12-01T16:44:25.040Z,"76 km SSE of Levuka, Fiji",earthquake,13.9,8.1,0.083,42,reviewed,us,us
2018-09-23T19:54:31.860Z,-17.6884,-179.8393,608.28,4.6,mb,,57,2.009,1.05,us,us2000hj34,2018-11-27T15:52:04.040Z,"98 km ENE of Levuka, Fiji",earthquake,12.2,7,0.044,152,reviewed,us,us
2018-09-21T03:41:41.530Z,-17.8343,-179.88,638.64,5.7,mwb,,37,1.971,1.18,us,us2000hhzr,2018-11-27T15:52:01.040Z,"88 km ENE of Levuka, Fiji",earthquake,9.6,6.1,0.056,31,reviewed,us,us
2018-09-21T03:40:40.550Z,-17.9071,-179.9776,652.35,5.9,mww,,19,1.883,0.99,us,us2000hhzn,2022-05-03T19:43:28.882Z,"76 km ENE of Levuka, Fiji",earthquake,10,3.6,0.089,12,reviewed,us,us
2018-09-11T09:25:48.380Z,-17.7979,179.9378,616.95,4.5,mb,,74,1.797,1.15,us,us2000hciw,2018-11-21T18:19:08.040Z,"72 km ENE of Levuka, Fiji",earthquake,11.7,7.6,0.03,319,reviewed,us,us
2018-09-09T02:27:44.040Z,-18.0903,-179.3804,617.69,4.5,mb,,87,2.467,0.84,us,us2000hgpm,2018-11-14T17:40:19.040Z,"137 km E of Levuka, Fiji",earthquake,13.8,6.7,0.106,26,reviewed,us,us
2018-09-06T23:55:40.980Z,-17.9326,-179.8154,637.52,4.5,mb,,40,2.039,1,us,us2000h9xr,2018-11-14T17:40:16.040Z,"93 km E of Levuka, Fiji",earthquake,11.1,7.2,0.029,356,reviewed,us,us
2018-09-06T23:40:14.440Z,-18.1943,179.2006,638.91,4.5,mb,,71,1.18,1,us,us2000hglm,2018-11-14T17:40:16.040Z,"18 km SW of Levuka, Fiji",earthquake,12.2,7.2,0.043,156,reviewed,us,us
2018-09-06T18:22:23.820Z,-19.0661,179.5335,657.4,4.6,mb,,81,1.924,1.1,us,us2000h9q2,2018-11-14T17:40:15.040Z,"112 km SSE of Levuka, Fiji",earthquake,11.4,7.1,0.035,241,reviewed,us,us
2018-09-06T18:13:49.410Z,-18.0149,179.0186,648.63,4.6,mb,,55,0.958,1.1,us,us2000h9ps,2018-11-14T17:40:15.040Z,"32 km W of Levuka, Fiji",earthquake,12.3,5.9,0.031,307,reviewed,us,us
2018-09-06T17:23:35.440Z,-18.127,-179.5756,626.36,4.5,mb,,118,2.289,0.96,us,us2000hgkp,2018-11-14T17:40:15.040Z,"117 km E of Levuka, Fiji",earthquake,9.7,10.2,0.089,37,reviewed,us,us
2018-09-06T17:03:53.660Z,-17.9297,-179.6282,651.56,4.5,mb,,112,2.216,0.97,us,us2000hgkn,2018-11-14T17:40:15.040Z,"112 km E of Levuka, Fiji",earthquake,16,7.7,0.088,38,reviewed,us,us
2018-09-06T16:47:50.870Z,-17.8787,-179.9696,642.1,4.7,mb,,90,1.888,0.81,us,us2000hglx,2018-11-14T17:40:15.040Z,"78 km ENE of Levuka, Fiji",earthquake,13.5,10.9,0.08,48,reviewed,us,us
2018-09-06T16:43:18.850Z,-17.7853,-179.6329,619.17,4.8,mb,,86,2.205,0.94,us,us2000h9n4,2018-11-14T17:40:15.040Z,"115 km ENE of Levuka, Fiji",earthquake,8.5,7.5,0.066,70,reviewed,us,us
2018-09-06T16:38:56.560Z,-18.0046,-179.7424,634.4,4.8,mb,,117,2.115,1,us,us2000hgl9,2018-11-14T17:40:15.040Z,"99 km E of Levuka, Fiji",earthquake,13.4,9,0.058,91,reviewed,us,us
2018-09-06T16:35:24.610Z,-18.1222,-179.2629,625.33,4.8,mb,,75,2.582,0.89,us,us2000hgkm,2018-11-14T17:40:15.040Z,"150 km E of Levuka, Fiji",earthquake,10.7,7.6,0.053,111,reviewed,us,us
2018-09-06T16:31:32.040Z,-18.1105,-179.7806,623.81,5.4,mb,,26,2.094,1.18,us,us2000h9j1,2022-05-03T20:01:04.955Z,"95 km E of Levuka, Fiji",earthquake,9.6,5.5,0.024,578,reviewed,us,us
2018-09-06T16:23:03.560Z,-17.9182,-179.8137,625.76,5.1,mb,,47,2.039,1.11,us,us2000hgkk,2018-11-14T17:40:15.040Z,"93 km E of Levuka, Fiji",earthquake,9.7,6.5,0.055,105,reviewed,us,us
2018-09-06T16:19:11.930Z,-18.0899,-179.6261,643.19,4.5,mb,,303,2.236,0.48,us,us2000hgl5,2018-11-14T17:40:15.040Z,"111 km E of Levuka, Fiji",earthquake,32.8,27.4,0.14,18,reviewed,us,us
2018-09-06T16:15:09.050Z,-18.2682,179.7821,599.19,4.9,mb,,111,1.726,0.61,us,us2000hgly,2018-11-14T17:40:15.040Z,"54 km ESE of Levuka, Fiji",earthquake,12.7,14.2,0.177,10,reviewed,us,us
2018-09-06T16:10:59.950Z,-17.8555,179.9952,631.62,5.1,mb,,77,1.853,0.9,us,us2000hgkl,2018-11-14T17:40:15.040Z,"75 km ENE of Levuka, Fiji",earthquake,11.1,7.4,0.05,130,reviewed,us,us
2018-09-06T16:10:12.310Z,-18.5074,-179.6512,646.47,5,mb,,80,2.311,0.83,us,us2000hgl7,2018-11-14T17:40:15.040Z,"119 km ESE of Levuka, Fiji",earthquake,11.7,7.1,0.062,88,reviewed,us,us
2018-09-06T16:09:03.960Z,-16.8582,-179.3705,369.68,4.7,mb,,155,2.614,1.25,us,us2000hgm1,2018-11-14T17:40:15.040Z,"142 km ESE of Labasa, Fiji",earthquake,16.5,11.3,0.115,27,reviewed,us,us
2018-09-06T16:08:59.780Z,-17.9328,-179.8566,633.22,5.2,mb,,89,2,0.61,us,us2000hgkj,2018-11-14T17:40:15.040Z,"88 km E of Levuka, Fiji",earthquake,10.6,8.2,0.071,65,reviewed,us,us
2018-09-06T16:08:21.610Z,-17.9933,-179.6692,660.43,5.1,mb,,135,2.183,0.82,us,us2000hglz,2018-11-14T17:40:15.040Z,"107 km E of Levuka, Fiji",earthquake,10.8,7.8,0.075,57,reviewed,us,us
2018-09-06T16:02:50.590Z,-18.0651,-179.526,630.29,5.3,mb,,51,2.327,0.94,us,us2000hgki,2018-11-14T17:40:15.040Z,"122 km E of Levuka, Fiji",earthquake,11.7,7.4,0.053,125,reviewed,us,us
2018-09-06T15:58:27.980Z,-18.1864,-179.238,623.83,5.1,mb,,138,2.615,0.53,us,us2000hglt,2018-11-14T17:40:15.040Z,"153 km E of Levuka, Fiji",earthquake,16,9.3,0.119,27,reviewed,us,us
2018-09-06T15:56:41.110Z,-18.2769,179.3142,656.35,5.7,mb,,51,1.311,1.01,us,us2000hgln,2022-05-03T19:31:17.656Z,"23 km S of Levuka, Fiji",earthquake,11.4,7.4,0.062,97,reviewed,us,us
2018-09-06T15:49:18.710Z,-18.4743,179.3502,670.81,7.9,mww,,12,1.431,1.07,us,us2000h9e2,2022-05-03T19:33:29.496Z,"45 km S of Levuka, Fiji",earthquake,9.5,2.8,0.025,157,reviewed,us,us
2018-08-29T01:24:57.490Z,-16.426,178.0367,23,5.8,mww,,54,1.311,0.82,us,us1000gj9f,2022-05-03T19:39:07.369Z,"128 km NNE of Ba, Fiji",earthquake,8.2,1.8,0.073,18,reviewed,us,us
2018-08-28T01:30:57.650Z,-15.0023,-179.8193,78.98,4.6,mb,,132,3.407,0.26,us,us2000h98l,2018-11-07T18:37:10.040Z,"180 km NNE of Labasa, Fiji",earthquake,9.1,7.7,0.111,24,reviewed,us,us
2018-08-27T10:27:32.060Z,-17.1692,-179.32,539.24,4.7,mb,,80,2.572,0.8,us,us1000ghxw,2018-11-07T18:37:02.040Z,"162 km ESE of Labasa, Fiji",earthquake,11.9,7.4,0.099,31,reviewed,us,us
2018-08-24T17:51:19.350Z,-18.638,-179.0569,557.51,4.5,mb,,63,2.887,0.74,us,us1000ggwz,2018-11-01T17:50:57.040Z,"183 km ESE of Levuka, Fiji",earthquake,11.8,6.9,0.056,94,reviewed,us,us
2018-08-20T20:07:58.200Z,-16.9727,-179.3359,544.38,4.5,mb,,68,2.609,1.02,us,us1000ge4z,2018-11-01T17:50:50.040Z,"150 km ESE of Labasa, Fiji",earthquake,12.8,6.2,0.037,218,reviewed,us,us
2018-08-19T05:20:43.860Z,-17.7788,-179.6661,630,4.6,mb,,81,2.174,0.51,us,us1000gimp,2018-10-27T16:22:10.040Z,"112 km ENE of Levuka, Fiji",earthquake,11.3,7.5,0.047,137,reviewed,us,us
2018-08-19T05:19:58.000Z,-17.8557,-179.7109,625.72,4.7,mb,,44,2.133,0.78,us,us1000gd1b,2018-10-27T16:22:06.040Z,"105 km ENE of Levuka, Fiji",earthquake,10.8,7,0.037,223,reviewed,us,us
2018-08-19T02:01:27.340Z,-16.6128,-179.8474,512.01,4.7,mb,,73,2.301,0.75,us,us1000gcs5,2018-10-27T16:22:06.040Z,"86 km ESE of Labasa, Fiji",earthquake,11.5,8.5,0.048,130,reviewed,us,us
2018-08-19T01:21:32.690Z,-17.8912,-179.0611,623.31,4.6,mb,,169,2.753,0.71,us,us1000gild,2018-10-27T16:22:09.040Z,"172 km E of Levuka, Fiji",earthquake,12.3,10.4,0.104,28,reviewed,us,us
2018-08-19T01:12:28.130Z,-16.6875,-179.735,504.65,4.6,mb,,74,2.361,0.69,us,us1000gimd,2018-10-27T16:22:10.040Z,"100 km ESE of Labasa, Fiji",earthquake,13.2,12.6,0.1,30,reviewed,us,us
2018-08-10T14:28:27.250Z,-16.1643,177.9307,10,5.1,mb,,111,1.576,1.08,us,us1000g6d8,2018-10-17T18:11:45.040Z,"154 km N of Ba, Fiji",earthquake,8.5,1.9,0.09,40,reviewed,us,us
2018-07-19T20:34:36.600Z,-17.7214,179.6788,22.46,4.7,mb,,122,1.549,0.75,us,us2000gcut,2018-10-04T14:15:24.040Z,"54 km NE of Levuka, Fiji",earthquake,12.1,6.6,0.118,34,reviewed,us,us
2018-05-01T12:45:31.050Z,-16.6385,177.145,10,5.6,mww,,39,1.401,1.12,us,us1000dvav,2022-08-08T02:54:02.756Z,"113 km NNW of Lautoka, Fiji",earthquake,7.2,1.8,0.062,25,reviewed,us,us
2018-04-15T08:21:05.910Z,-18.7227,176.3079,10,4.7,mb,,120,1.922,0.77,us,us1000dp9p,2018-07-07T02:25:24.040Z,"155 km SW of Nadi, Fiji",earthquake,12.5,1.9,0.1,30,reviewed,us,us
2018-04-05T15:52:40.910Z,-16.5297,175.0912,10,4.8,mb,,86,3.078,0.5,us,us2000dyy4,2018-06-30T01:11:29.040Z,"278 km WNW of Lautoka, Fiji",earthquake,9.2,1.9,0.131,18,reviewed,us,us
2018-03-26T11:21:18.120Z,-16.4131,175.8886,16.09,4.6,mb,,191,2.457,0.75,us,us1000dds9,2018-06-22T21:32:09.040Z,"213 km NW of Lautoka, Fiji",earthquake,16.3,9.2,0.141,15,reviewed,us,us
2018-03-04T00:30:16.350Z,-14.5395,-179.3717,10,5,mb,,61,4.035,0.71,us,us2000dbwf,2018-05-27T01:06:11.040Z,"133 km WSW of Leava, Wallis and Futuna",earthquake,9.3,1.8,0.079,51,reviewed,us,us
2018-03-04T00:28:25.840Z,-14.3271,-179.4916,10,4.7,mb,,96,4.137,0.96,us,us2000dbwu,2018-05-27T01:06:11.040Z,"143 km W of Leava, Wallis and Futuna",earthquake,8.7,1.9,0.147,14,reviewed,us,us
2018-02-14T14:57:33.660Z,-16.2934,178.0129,10,5,mb,,122,21.47,0.75,us,us2000d213,2018-05-15T06:29:06.040Z,"141 km NNE of Ba, Fiji",earthquake,14.9,1.9,0.073,60,reviewed,us,us
2018-01-25T10:41:14.980Z,-17.7869,-179.6108,639.56,5.8,mww,,32,8.466,1.06,us,us2000cp7l,2022-05-03T19:44:39.804Z,"117 km ENE of Levuka, Fiji",earthquake,10.3,4.4,0.061,26,reviewed,us,us
2017-12-28T18:33:08.130Z,-16.8934,177.8127,35,4.6,mb,,138,11.703,1.09,us,us2000cixc,2018-03-17T01:54:37.040Z,"72 km NNE of Ba, Fiji",earthquake,12.7,1.9,0.151,13,reviewed,us,us
2017-12-07T23:01:56.320Z,-16.6243,176.1015,10,5.1,mb,,115,9.031,0.92,us,us2000c1w0,2018-02-28T02:32:31.040Z,"180 km NW of Lautoka, Fiji",earthquake,8.4,1.8,0.041,199,reviewed,us,us
2017-11-06T00:32:05.340Z,-16.5593,177.0735,23.02,5.1,mb,,64,1.505,0.7,us,us2000bpm8,2018-01-31T03:04:40.040Z,"123 km NNW of Lautoka, Fiji",earthquake,9,5.6,0.101,32,reviewed,us,us
2017-11-03T21:04:45.300Z,-17.6526,179.8318,565.98,4.6,mb,,132,1.698,0.67,us,us2000bmnp,2018-01-24T01:25:07.040Z,"71 km NE of Levuka, Fiji",earthquake,14,7.1,0.151,13,reviewed,us,us
2017-10-29T04:12:29.310Z,-16.3554,178.4296,21.74,4.6,mb,,132,1.427,1.2,us,us2000bjvq,2018-01-24T01:24:57.040Z,"100 km W of Labasa, Fiji",earthquake,15.5,6.3,0.125,19,reviewed,us,us
2017-10-28T21:03:03.220Z,-16.3397,178.4873,10,4.7,mb,,124,1.457,0.88,us,us2000bhz9,2018-01-17T21:50:38.040Z,"94 km W of Labasa, Fiji",earthquake,10.7,1.9,0.104,28,reviewed,us,us
2017-09-21T11:16:41.420Z,-17.636,179.5639,576.74,4.5,mb,,85,1.444,0.95,us,us2000awpm,2017-12-19T01:54:10.040Z,"54 km NNE of Levuka, Fiji",earthquake,13.6,9,0.088,38,reviewed,us,us
2017-09-16T22:33:13.460Z,-17.0944,-179.3562,540.54,4.6,mb,,76,2.556,0.66,us,us2000at4j,2017-12-13T02:29:47.040Z,"154 km ESE of Labasa, Fiji",earthquake,15.6,8.3,0.108,26,reviewed,us,us
2017-09-16T11:24:35.850Z,-17.0456,-179.2793,538.12,4.9,mb,,52,2.64,0.95,us,us2000ap1n,2017-12-13T02:29:46.040Z,"159 km ESE of Labasa, Fiji",earthquake,11.9,6,0.079,50,reviewed,us,us
2017-07-03T17:25:08.840Z,-17.4628,176.775,37.82,4.5,mb,,113,1.25,1.24,us,us100097uj,2017-10-03T00:47:47.040Z,"73 km WNW of Lautoka, Fiji",earthquake,15,8,0.15,13,reviewed,us,us
2017-06-21T16:45:00.600Z,-15.0751,-179.1085,420.31,4.6,mb,,97,3.803,0.82,us,us20009nw3,2017-08-23T16:35:46.040Z,"133 km SW of Leava, Wallis and Futuna",earthquake,11.8,6.8,0.04,190,reviewed,us,us
2017-06-16T17:03:48.060Z,-16.753,177.423,10,4.9,mb,,99,1.155,0.77,us,us20009n4a,2022-05-03T18:31:53.525Z,"90 km NNW of Ba, Fiji",earthquake,9.9,1.8,0.06,88,reviewed,us,us
2017-05-30T19:59:57.820Z,-19.1606,176.8782,35.7,5,mb,,61,1.796,0.73,us,us10008wmm,2017-08-15T02:26:48.040Z,"160 km SSW of Nadi, Fiji",earthquake,7.1,5.9,0.042,183,reviewed,us,us
2017-05-24T09:48:34.080Z,-18.2105,-179.2528,607.81,4.5,mb,,113,2.605,0.7,us,us10008ut3,2017-08-10T01:34:00.040Z,"152 km E of Levuka, Fiji",earthquake,13.5,7,0.088,38,reviewed,us,us
2017-04-13T02:05:23.030Z,-16.46,177.0804,29.4,4.7,mb,,114,1.58,0.71,us,us10008j9v,2017-07-05T18:09:58.040Z,"133 km NNW of Lautoka, Fiji",earthquake,13.2,4.5,0.112,24,reviewed,us,us
2017-02-19T11:02:19.660Z,-15.9003,-179.6419,10,4.9,mb,,122,2.87,0.88,us,us20008ksg,2022-05-03T18:11:26.199Z,"121 km ENE of Labasa, Fiji",earthquake,9,1.9,0.117,23,reviewed,us,us
2017-02-06T22:46:30.210Z,-19.0041,176.2745,10,5.1,mb,,114,2.102,0.76,us,us20008i1l,2017-05-09T01:24:29.040Z,"179 km SW of Nadi, Fiji",earthquake,9.4,1.8,0.087,43,reviewed,us,us
2017-02-06T22:04:41.720Z,-19.2215,176.4517,28.97,4.7,mb,,133,2.113,0.58,us,us20008i1e,2017-05-09T01:24:29.040Z,"187 km SSW of Nadi, Fiji",earthquake,9.6,6,0.147,14,reviewed,us,us
2017-01-14T21:19:29.710Z,-18.7075,176.3742,10,4.5,mb,,121,1.86,1.06,us,us10007tb5,2017-04-01T00:26:13.040Z,"148 km SW of Nadi, Fiji",earthquake,6.5,1.8,0.151,13,reviewed,us,us
2017-01-14T19:02:21.320Z,-18.489,176.1943,10,4.5,mb,,112,1.916,0.68,us,us10007w7r,2017-04-01T00:26:13.040Z,"Fiji region",earthquake,9.6,1.9,0.15,13,reviewed,us,us
2017-01-14T18:56:48.270Z,-18.4797,176.4842,25.75,5.1,mb,,73,1.661,1.02,us,us10007tc7,2017-04-01T00:26:13.040Z,"123 km SW of Nadi, Fiji",earthquake,6.6,5.4,0.094,42,reviewed,us,us
2017-01-14T18:25:43.050Z,-18.6545,176.0894,4.39,5.7,mww,,40,2.074,0.88,us,us10007tas,2022-05-03T18:11:31.739Z,"169 km WSW of Nadi, Fiji",earthquake,7.2,2.9,0.049,40,reviewed,us,us
2017-01-14T18:25:23.220Z,-18.7481,176.4733,26.16,4.5,mb,,123,1.802,0.52,us,us10007w7p,2017-04-01T00:26:13.040Z,"144 km SW of Nadi, Fiji",earthquake,11.4,6.6,0.171,10,reviewed,us,us
2017-01-14T09:31:47.020Z,-18.7279,176.3398,25.27,4.9,mb,,121,1.899,0.5,us,us10007t9e,2017-04-01T00:26:12.040Z,"153 km SW of Nadi, Fiji",earthquake,10.4,6.2,0.087,42,reviewed,us,us
2017-01-14T06:34:37.810Z,-18.7789,176.3655,10,4.7,mb,,118,1.904,1.5,us,us10007w79,2017-04-01T00:26:12.040Z,"154 km SW of Nadi, Fiji",earthquake,9.8,1.9,0.147,14,reviewed,us,us
2017-01-14T06:11:40.920Z,-18.6205,176.2365,3.92,5.9,mww,,39,1.933,1.03,us,us10007t8x,2022-05-03T18:08:46.236Z,"154 km SW of Nadi, Fiji",earthquake,8,3.4,0.055,32,reviewed,us,us
2017-01-05T23:23:02.440Z,-19.1152,176.3079,10,4.8,mb,,122,2.145,1.18,us,us10007ri8,2017-03-27T23:53:24.040Z,"186 km SW of Nadi, Fiji",earthquake,12.3,1.9,0.119,22,reviewed,us,us
2017-01-05T13:44:52.260Z,-19.1707,176.1048,10,4.9,mb,,127,2.33,0.99,us,us10007rbh,2017-03-27T23:53:23.040Z,"205 km SW of Nadi, Fiji",earthquake,8.3,1.8,0.101,31,reviewed,us,us
2017-01-05T00:25:51.650Z,-19.1282,176.0471,10,4.6,mb,,126,2.349,0.86,us,us10007uzp,2017-03-27T23:53:23.040Z,"205 km SW of Nadi, Fiji",earthquake,11.6,1.9,0.172,10,reviewed,us,us
2017-01-04T20:03:52.560Z,-18.7942,176.2567,7,5.7,mww,,79,2,1.17,us,us10007r5m,2022-05-03T18:16:55.043Z,"164 km SW of Nadi, Fiji",earthquake,9.1,1.7,,,reviewed,us,us
