time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-04T14:31:17.430Z,-19.1825,176.2368,10,5.1,mb,,120,2.239,0.84,us,us10007ppa,2017-03-27T23:53:22.040Z,"197 km SW of Nadi, Fiji",earthquake,4.3,1.8,0.071,64,reviewed,us,us
2017-01-04T05:36:09.050Z,-19.1318,175.9988,10,5.3,mww,,35,2.388,1.21,us,us10007plu,2017-03-27T23:53:22.040Z,"209 km SW of Nadi, Fiji",earthquake,8.5,1.8,0.089,12,reviewed,us,us
2017-01-04T04:01:20.270Z,-18.9881,176.354,10,5.3,mb,,106,2.032,0.68,us,us10007plf,2017-03-27T23:53:22.040Z,"172 km SW of Nadi, Fiji",earthquake,9,1.8,0.036,251,reviewed,us,us
2017-01-04T02:33:03.880Z,-19.2354,176.1898,10,4.9,mb,,114,2.307,0.58,us,us10007pl0,2017-03-27T23:53:22.040Z,"204 km SW of Nadi, Fiji",earthquake,8.2,1.6,0.08,49,reviewed,us,us
2017-01-04T01:16:57.400Z,-19.1665,176.3159,10,4.5,mb,,148,2.172,0.76,us,us10007ufb,2017-03-27T23:53:22.040Z,"190 km SW of Nadi, Fiji",earthquake,9,1.7,0.172,10,reviewed,us,us
2017-01-04T00:09:43.490Z,-18.9157,176.3246,18.51,5.4,mb,,81,2.012,0.86,us,us10007pkf,2022-05-03T18:11:30.517Z,"168 km SW of Nadi, Fiji",earthquake,9.2,1.5,0.041,203,reviewed,us,us
2017-01-04T00:08:58.200Z,-19.1898,176.4454,10,4.6,mb,,127,2.096,1.2,us,us10007uf8,2017-03-27T23:53:21.040Z,"184 km SW of Nadi, Fiji",earthquake,9.9,1.6,0.146,14,reviewed,us,us
2017-01-03T23:56:05.150Z,-19.0006,176.343,10,5,mb,,114,2.048,1.19,us,us10007pke,2017-03-27T23:53:21.040Z,"174 km SW of Nadi, Fiji",earthquake,10.2,1.8,0.098,33,reviewed,us,us
2017-01-03T23:46:12.260Z,-19.1821,176.3234,10,5.1,mb,,124,2.176,0.78,us,us10007pkb,2017-03-27T23:53:21.040Z,"191 km SW of Nadi, Fiji",earthquake,4.6,1.8,0.091,39,reviewed,us,us
2017-01-03T23:41:32.350Z,-19.2366,176.111,10,4.9,mb,,128,2.365,1.2,us,us10007udn,2017-03-27T23:53:21.040Z,"210 km SW of Nadi, Fiji",earthquake,10.4,1.9,0.11,26,reviewed,us,us
2017-01-03T23:34:13.070Z,-18.9749,176.2872,19.36,5.5,mb,,120,2.075,1.31,us,us10007pka,2022-05-03T18:08:16.471Z,"176 km SW of Nadi, Fiji",earthquake,9.2,3.8,0.048,153,reviewed,us,us
2017-01-03T23:30:56.340Z,-19.1458,176.0234,10,4.5,mb,,152,2.377,0.95,us,us10007udx,2017-03-27T23:53:21.040Z,"209 km SW of Nadi, Fiji",earthquake,7.1,1.9,0.164,11,reviewed,us,us
2017-01-03T23:05:18.660Z,-19.079,176.2308,10,4.6,mb,,151,2.18,0.81,us,us10007uef,2017-03-27T23:53:21.040Z,"188 km SW of Nadi, Fiji",earthquake,6.7,1.9,0.141,15,reviewed,us,us
2017-01-03T23:03:52.480Z,-19.2254,176.2009,19.13,5.3,mb,,122,2.292,1,us,us10007pk5,2017-03-27T23:53:21.040Z,"203 km SW of Nadi, Fiji",earthquake,8.2,1.5,0.073,63,reviewed,us,us
2017-01-03T22:43:10.060Z,-18.9906,176.4274,10,5,mb,,129,1.979,1.3,us,us10007udg,2017-03-27T23:53:21.040Z,"167 km SW of Nadi, Fiji",earthquake,6.2,1.9,0.146,15,reviewed,us,us
2017-01-03T22:40:12.570Z,-19.1207,176.1875,10,6,mww,,26,2.237,1.01,us,us10007pjt,2022-08-07T11:35:31.370Z,"195 km SW of Nadi, Fiji",earthquake,7.6,1.7,0.073,18,reviewed,us,us
2017-01-03T22:33:46.080Z,-18.9905,176.424,10,4.9,mb,,127,1.981,1.05,us,us10007pjy,2017-03-27T23:53:21.040Z,"168 km SW of Nadi, Fiji",earthquake,7.9,1.6,0.085,44,reviewed,us,us
2017-01-03T22:12:02.870Z,-19.2048,176.3256,10,4.8,mb,,131,2.19,0.79,us,us10007ue6,2017-03-27T23:53:21.040Z,"193 km SW of Nadi, Fiji",earthquake,8.6,1.8,0.149,14,reviewed,us,us
2017-01-03T22:04:51.250Z,-18.9122,176.2844,10,4.6,mb,,124,2.042,0.78,us,us10007udc,2017-03-27T23:53:21.040Z,"171 km SW of Nadi, Fiji",earthquake,10.5,1.9,0.133,17,reviewed,us,us
2016-12-16T22:36:27.980Z,-16.8558,-179.1899,622.73,4.5,mb,,110,2.778,0.89,us,us10007mai,2017-03-16T02:31:23.040Z,"161 km ESE of Labasa, Fiji",earthquake,15.9,11.6,0.191,8,reviewed,us,us
2016-11-10T07:38:56.300Z,-17.0896,176.7981,39.87,4.7,mb,,70,1.363,1.07,us,us100078t4,2017-02-02T02:21:05.040Z,"90 km NW of Lautoka, Fiji",earthquake,8.9,7.7,0.13,18,reviewed,us,us
2016-11-03T23:05:02.790Z,-17.6585,179.7095,579.81,4.5,mb,,73,1.581,0.8,us,us10007403,2017-01-24T02:02:17.040Z,"61 km NE of Levuka, Fiji",earthquake,12.2,8.8,0.051,112,reviewed,us,us
2016-10-23T15:15:00.150Z,-16.3957,178.33,15.58,4.9,mb,,129,1.367,0.53,us,us100072n2,2017-01-20T00:31:03.040Z,"110 km W of Labasa, Fiji",earthquake,15.6,5.2,0.11,30,reviewed,us,us
2016-10-20T07:49:42.870Z,-17.9749,-179.4804,653.46,5,mb,,75,2.36,1.2,us,us20007fjb,2022-05-03T18:02:04.783Z,"127 km E of Levuka, Fiji",earthquake,11.2,8.2,0.048,139,reviewed,us,us
2016-10-17T02:50:46.930Z,-17.1347,176.3771,10,4.5,mb,,206,1.71,0.4,us,us20007fws,2017-01-15T01:13:53.040Z,"125 km WNW of Lautoka, Fiji",earthquake,6.3,2,0.14,15,reviewed,us,us
2016-09-29T08:23:52.810Z,-17.5414,179.7071,583.32,4.5,mb,,80,1.59,0.94,us,us10006tr3,2016-12-14T03:17:56.040Z,"71 km NE of Levuka, Fiji",earthquake,12.5,3.1,0.061,78,reviewed,us,us
2016-08-10T17:45:52.880Z,-17.0839,-179.0437,571.06,4.5,mb,,117,2.848,1.01,us,us10006dc8,2016-10-26T03:10:25.040Z,"184 km ESE of Labasa, Fiji",earthquake,14.5,10.3,0.096,32,reviewed,us,us
2016-06-13T11:44:40.190Z,-15.5969,-179.6685,10,4.8,mb,,187,3.054,0.46,us,us200065i7,2016-08-25T01:22:54.040Z,"138 km NE of Labasa, Fiji",earthquake,9.7,1.9,0.135,17,reviewed,us,us
2016-06-09T04:13:42.370Z,-17.5816,176.3745,27.6,4.9,mb,,109,1.608,0.68,us,us200064by,2016-08-18T00:36:36.040Z,"113 km WNW of Nadi, Fiji",earthquake,11.7,3.7,0.106,28,reviewed,us,us
2016-06-06T01:04:27.750Z,-18.0132,-179.2911,597.74,4.5,mb,,118,2.543,0.96,us,us2000629b,2016-08-18T00:36:32.040Z,"147 km E of Levuka, Fiji",earthquake,11.8,6.5,0.061,79,reviewed,us,us
2016-05-16T11:24:07.360Z,-17.2304,175.9066,17.32,5.3,mb,,74,8.551,1,us,us10005hqn,2016-07-22T19:39:09.040Z,"169 km WNW of Lautoka, Fiji",earthquake,10.4,3.5,0.057,102,reviewed,us,us
2016-04-20T22:43:52.790Z,-18.0344,-179.3886,616.79,4.5,mb,,79,2.453,0.68,us,us20005kar,2016-06-27T23:02:30.040Z,"137 km E of Levuka, Fiji",earthquake,11.2,6.4,0.055,95,reviewed,us,us
2016-04-20T20:24:21.370Z,-16.5565,177.7422,11.82,4.6,mb,,107,1.218,1.12,us,us10005dsa,2016-06-27T23:02:29.040Z,"108 km N of Ba, Fiji",earthquake,13,5.1,0.173,10,reviewed,us,us
2016-02-29T23:52:40.770Z,-16.5418,178.0144,10,4.5,mb,,119,1.196,0.73,us,us10004ufq,2016-05-06T23:34:20.040Z,"115 km NNE of Ba, Fiji",earthquake,8.9,1.9,0.082,43,reviewed,us,us
2016-02-07T19:35:10.910Z,-16.81,176.5394,56.93,4.5,mb,,206,1.719,1.09,us,us20004yl4,2016-11-10T22:11:40.141Z,"131 km NW of Lautoka, Fiji",earthquake,15.2,14.9,0.18,9,reviewed,us,us
2016-01-22T18:56:07.730Z,-14.7662,179.7847,10,5,mb,,65,3.396,1.47,us,us10004gga,2016-11-10T22:09:31.505Z,"189 km NNE of Labasa, Fiji",earthquake,2.9,1.8,0.057,97,reviewed,us,us
2016-01-15T08:23:34.420Z,-17.3448,-179.1455,555.16,4.5,mb,,92,2.702,0.93,us,us10004etw,2016-04-06T17:30:20.040Z,"181 km ENE of Levuka, Fiji",earthquake,12.5,7.5,0.059,85,reviewed,us,us
2015-12-10T15:03:26.410Z,-17.0179,175.2794,16.25,5.1,mb,,70,2.745,0.99,us,us20004g50,2016-11-10T22:04:19.109Z,"240 km WNW of Lautoka, Fiji",earthquake,8.3,3.4,0.072,63,reviewed,us,us
2015-12-09T14:44:11.510Z,-16.751,175.1664,11.45,4.8,mb,,66,2.929,1.04,us,us20004fw3,2016-11-10T22:04:07.207Z,"261 km WNW of Lautoka, Fiji",earthquake,10.5,4.7,0.127,19,reviewed,us,us
2015-12-09T13:11:47.060Z,-16.7939,175.2612,29.05,4.6,mb,,70,2.829,1.01,us,us20004fv6,2016-03-02T03:36:41.040Z,"250 km WNW of Lautoka, Fiji",earthquake,6.7,4.9,0.181,9,reviewed,us,us
2015-12-09T12:58:01.780Z,-16.7374,175.2475,10,6.1,mww,,65,2.861,0.8,us,us20004fuz,2022-05-03T19:06:43.287Z,"253 km WNW of Lautoka, Fiji",earthquake,7.8,1.8,,,reviewed,us,us
2015-12-05T17:20:53.990Z,-16.8044,175.2275,29.61,4.7,mb,,66,2.856,1.01,us,us20004fsi,2016-03-02T03:36:33.040Z,"252 km WNW of Lautoka, Fiji",earthquake,7.3,3,0.127,20,reviewed,us,us
2015-12-02T12:12:36.830Z,-16.887,175.3095,42.54,4.7,mb,,72,2.755,1.03,us,us100042p1,2016-11-10T22:03:00.251Z,"241 km WNW of Lautoka, Fiji",earthquake,9.5,6.7,0.077,52,reviewed,us,us
2015-11-26T13:51:31.310Z,-17.653,179.8426,604.12,5.1,mb,,76,1.708,1.11,us,us100041iu,2022-05-03T17:36:25.880Z,"72 km NE of Levuka, Fiji",earthquake,10.2,6.5,0.034,282,reviewed,us,us
2015-09-14T15:19:33.430Z,-16.6811,175.9658,31.86,5,mb,,61,2.257,1.28,us,us20003jal,2016-11-10T21:52:00.280Z,"188 km WNW of Lautoka, Fiji",earthquake,8.9,4.1,0.056,102,reviewed,us,us
2015-09-08T00:03:50.510Z,-17.3319,176.4284,36.02,4.6,mb,,92,1.603,1.12,us,us20003ldg,2015-12-05T01:40:35.040Z,"113 km WNW of Lautoka, Fiji",earthquake,10.3,8.2,0.146,14,reviewed,us,us
2015-09-05T16:27:09.150Z,-17.5497,176.3706,28.38,4.6,mb,,122,1.615,0.52,us,us20003kqk,2015-12-05T01:40:29.040Z,"114 km WNW of Nadi, Fiji",earthquake,12.2,2.5,0.151,13,reviewed,us,us
2015-08-23T14:58:32.280Z,-17.5607,176.3427,37.91,4.6,mb,,77,1.64,0.91,us,us20003h97,2015-11-24T02:09:30.040Z,"117 km WNW of Nadi, Fiji",earthquake,11.8,6.4,0.095,33,reviewed,us,us
2015-08-07T18:21:02.150Z,-16.7791,177.2962,18.18,5.3,mb,,40,1.202,0.98,us,us10003090,2022-07-31T22:53:58.786Z,"92 km NNW of Ba, Fiji",earthquake,7.4,2.6,0.035,279,reviewed,us,us
2015-08-04T03:16:12.170Z,-19.2186,177.5301,31.71,4.7,mb,,82,1.547,0.65,us,us10002xsm,2024-01-17T21:09:19.269Z,"119 km S of Sigatoka, Fiji",earthquake,8.7,5.2,0.106,27,reviewed,us,us
2015-07-12T10:11:32.580Z,-16.637,177.808,30.97,4.5,mb,,109,1.126,0.66,us,us10002wuq,2015-10-09T20:19:14.040Z,"100 km N of Ba, Fiji",earthquake,10.4,4.3,0.163,11,reviewed,us,us
2015-05-30T19:24:53.790Z,-16.7542,176.5972,10,4.6,mb,,115,1.704,1.39,us,us20002nlu,2015-08-08T00:49:21.040Z,"131 km NW of Lautoka, Fiji",earthquake,10.6,1.9,0.151,13,reviewed,us,us
2015-05-13T00:19:43.710Z,-18.6881,176.1404,15.36,4.5,mb,,117,2.045,0.75,us,us10002bhs,2015-07-17T07:06:14.040Z,"166 km SW of Nadi, Fiji",earthquake,13.6,3.5,0.18,9,reviewed,us,us
2015-05-12T03:50:38.640Z,-18.6849,176.1813,35.38,4.7,mb,,117,2.009,0.66,us,us20002eiv,2015-07-17T07:06:09.040Z,"163 km SW of Nadi, Fiji",earthquake,9.9,4.3,0.133,17,reviewed,us,us
2015-05-10T05:57:55.310Z,-16.5583,177.5443,23.32,4.7,mb,,56,1.276,0.9,us,us20002e5v,2022-05-03T17:21:43.519Z,"108 km N of Ba, Fiji",earthquake,5.7,5.1,0.074,55,reviewed,us,us
2015-05-07T22:05:31.250Z,-17.7086,178.8687,565.21,4.6,mb,,67,0.778,1.02,us,us100029eg,2015-07-17T07:05:57.040Z,"61 km NW of Levuka, Fiji",earthquake,11.4,7.3,0.082,44,reviewed,us,us
2015-04-01T05:33:35.870Z,-16.3872,177.8147,25.79,4.6,mb,,112,1.369,0.94,us,us10001sp1,2015-06-12T01:53:33.040Z,"127 km N of Ba, Fiji",earthquake,9.5,5.8,0.097,32,reviewed,us,us
2015-03-28T19:16:33.120Z,-18.2822,176.7927,8,5.5,mwb,,63,1.312,0.78,us,us10001rk3,2022-07-28T05:04:50.043Z,"84 km SW of Nadi, Fiji",earthquake,6.8,1.8,0.061,26,reviewed,us,us
2015-03-08T17:38:01.880Z,-16.0681,179.9884,73.25,4.7,mb,,157,2.492,1.16,us,usc000twka,2022-05-03T17:15:28.526Z,"77 km ENE of Labasa, Fiji",earthquake,10.5,8.5,0.138,16,reviewed,us,us
2015-02-15T18:37:09.050Z,-18.1354,176.763,10,4.6,mb,,171,1.287,0.75,us,usc000trj8,2015-05-11T23:20:17.040Z,"78 km WSW of Nadi, Fiji",earthquake,17.9,2,0.165,11,reviewed,us,us
2015-02-15T17:35:58.120Z,-18.1405,176.7415,22.97,4.5,mb,,172,1.308,0.76,us,usc000trja,2015-05-11T23:20:17.040Z,"80 km WSW of Nadi, Fiji",earthquake,12.4,5.9,0.221,7,reviewed,us,us
2015-02-15T13:49:47.920Z,-18.3052,176.9198,16.24,5.4,mwb,,72,1.213,0.85,us,usb000tpiq,2022-07-27T21:13:45.867Z,"76 km SW of Nadi, Fiji",earthquake,8.5,3.5,0.06,27,reviewed,us,us
2015-01-19T15:17:07.870Z,-16.772,176.9224,10,4.7,mb,,73,1.45,0.97,us,usc000th67,2022-05-03T17:10:24.113Z,"109 km NNW of Lautoka, Fiji",earthquake,6.5,1.8,0.166,14,reviewed,us,us
2014-12-27T18:53:47.210Z,-17.9261,-179.49,621.76,5.5,mwb,,27,2.347,0.74,us,usc000taa1,2022-05-03T18:21:24.103Z,"127 km E of Levuka, Fiji",earthquake,6.1,4.1,0.069,20,reviewed,us,us
2014-12-17T20:13:56.370Z,-17.5481,-179.0012,551.71,4.7,mb,,71,2.815,0.82,us,usc000t7re,2015-03-06T02:59:00.040Z,"187 km ENE of Levuka, Fiji",earthquake,8.2,5.7,0.043,183,reviewed,us,us
2014-12-15T17:29:56.780Z,-16.6111,177.5302,18.34,4.8,mb,,97,1.233,1.08,us,usc000t700,2022-05-03T17:08:32.951Z,"103 km N of Ba, Fiji",earthquake,9.8,1.7,0.086,49,reviewed,us,us
2014-12-03T12:31:37.400Z,-15.9698,178.9669,14.34,4.9,mb,,120,1.97,0.86,us,usb000t2eu,2022-05-03T17:07:50.615Z,"66 km NW of Labasa, Fiji",earthquake,13.6,4.5,0.066,91,reviewed,us,us
2014-11-25T14:00:57.080Z,-17.7762,-179.8456,607.19,4.6,mb,,72,2.002,0.7,us,usb000szvf,2015-02-18T03:30:59.040Z,"94 km ENE of Levuka, Fiji",earthquake,10.4,6.2,0.051,121,reviewed,us,us
2014-11-24T04:17:27.490Z,-15.9746,-179.9194,8.59,4.8,mb,,114,2.62,0.96,us,usb000szfr,2022-05-03T17:06:56.657Z,"91 km ENE of Labasa, Fiji",earthquake,7.4,3.9,0.06,103,reviewed,us,us
2014-10-29T13:42:57.390Z,-17.6779,179.4857,591.94,4.6,mb,,69,1.367,0.83,us,usc000swb4,2015-01-20T09:03:00.040Z,"46 km NNE of Levuka, Fiji",earthquake,10.1,7,0.079,56,reviewed,us,us
2014-09-12T22:03:17.820Z,-16.3967,178.361,22.91,4.5,mb,,61,1.372,0.92,us,usb000sf78,2014-12-08T23:30:58.040Z,"107 km W of Labasa, Fiji",earthquake,8.2,6.1,0.136,20,reviewed,us,us
2014-08-05T00:39:59.520Z,-17.8921,176.2714,10,4.6,mb,,93,1.703,0.86,us,usb000s30b,2014-10-29T19:53:01.000Z,"121 km W of Nadi, Fiji",earthquake,,1.9,0.141,16,reviewed,us,us
2014-08-04T02:34:09.470Z,-16.3589,177.9505,25.21,4.9,mb,,111,1.381,0.51,us,usb000rzqm,2022-05-03T16:58:22.115Z,"133 km NNE of Ba, Fiji",earthquake,,4,0.053,117,reviewed,us,us
2014-07-27T08:41:59.980Z,-19.2593,176.7915,33.58,4.6,mb,,77,1.923,0.43,us,usb000s16r,2014-10-25T01:49:39.000Z,"174 km SSW of Nadi, Fiji",earthquake,,4.5,0.146,16,reviewed,us,us
2014-07-14T13:46:25.830Z,-16.6679,178.4562,43.78,4.6,mb,,175,9.814,1.43,us,usb000rwuv,2014-10-10T08:02:18.000Z,"100 km WSW of Labasa, Fiji",earthquake,,15.8,0.244,9,reviewed,us,us
2014-06-30T05:07:52.420Z,-16.4011,177.8446,10,4.6,mb,,113,1.351,0.94,us,usb000rvsa,2014-09-26T11:49:49.000Z,"126 km N of Ba, Fiji",earthquake,,1.9,0.245,5,reviewed,us,us
2014-06-08T11:08:46.950Z,-15.9491,-179.6944,6.13,4.8,mb,,121,2.8,0.57,us,usc000rcqa,2022-05-03T16:53:57.534Z,"114 km ENE of Labasa, Fiji",earthquake,,3.8,0.058,104,reviewed,us,us
2014-06-05T04:50:26.200Z,-16.1968,178.4657,17.72,4.6,mb,,131,1.589,0.68,us,usc000rmyz,2014-08-30T17:02:53.000Z,"99 km WNW of Labasa, Fiji",earthquake,,4.6,0.122,21,reviewed,us,us
2014-06-03T19:53:06.720Z,-16.6586,175.7288,14.99,5,mb,,62,2.47,0.76,us,usc000ralh,2014-08-26T01:21:11.000Z,"211 km WNW of Lautoka, Fiji",earthquake,,3.4,0.051,127,reviewed,us,us
2014-06-03T19:07:38.540Z,-17.1845,175.8259,18.12,4.6,mb,,99,2.197,1.2,us,usb000rgx5,2014-08-26T01:21:11.000Z,"179 km WNW of Lautoka, Fiji",earthquake,,4.7,0.272,4,reviewed,us,us
2014-05-15T13:03:12.730Z,-17.5327,179.0841,32.44,4.5,mb,,320,1.005,1.03,us,usc000ragh,2014-08-09T02:53:43.000Z,"64 km NNW of Levuka, Fiji",earthquake,,17.9,0.144,15,reviewed,us,us
2014-04-14T02:08:22.440Z,-18.7974,176.1162,10,5,mb,,75,2.117,1.27,us,usc000pjf8,2014-07-01T02:38:07.000Z,"176 km SW of Nadi, Fiji",earthquake,,1.1,0.057,109,reviewed,us,us
2014-03-16T11:15:23.840Z,-15.7369,-179.4873,10,4.8,mb,,121,3.088,1.42,us,usc000ndcy,2022-05-03T16:45:13.196Z,"145 km ENE of Labasa, Fiji",earthquake,,1.8,0.066,83,reviewed,us,us
2014-02-23T02:16:23.040Z,-16.0022,-179.124,56.1,4.6,mb,,122,3.21,0.8,us,usc000mwwk,2014-05-07T00:03:07.000Z,"168 km ENE of Labasa, Fiji",earthquake,,7.2,0.112,32,reviewed,us,us
2014-02-16T14:05:45.970Z,-16.9521,-179.2934,531.76,4.5,mb,,114,2.654,0.55,us,usb000myd3,2014-04-30T21:18:22.000Z,"154 km ESE of Labasa, Fiji",earthquake,,11.7,0.171,11,reviewed,us,us
2014-02-12T13:40:56.620Z,-16.6806,176.5439,10,4.8,mb,,52,1.788,1.26,us,usc000mz3u,2014-04-30T21:18:17.000Z,"141 km NW of Lautoka, Fiji",earthquake,,1.9,0.153,21,reviewed,us,us
2014-01-31T21:13:58.930Z,-16.21,178.2133,30.99,4.5,mb,,127,1.533,1.43,us,usc000meyz,2014-04-08T01:43:19.000Z,"125 km WNW of Labasa, Fiji",earthquake,,5.4,0.103,44,reviewed,us,us
2013-12-04T12:17:19.090Z,-15.7176,178.2662,41.35,4.7,mb,,121,7.205,0.74,us,usb000lcra,2014-02-15T01:32:08.000Z,"141 km NW of Labasa, Fiji",earthquake,,5.7,0.087,,reviewed,us,us
2013-11-29T15:56:12.650Z,-17.572,-179.0173,533.09,4.6,mb,,72,2.798,1.12,us,usb000lb5i,2014-02-12T01:08:37.000Z,"184 km ENE of Levuka, Fiji",earthquake,,5.2,0.111,,reviewed,us,us
2013-11-11T20:57:15.390Z,-17.5121,-179.1491,555.29,4.5,mb,,183,2.678,0.76,us,usb000kz5d,2014-01-17T00:29:16.000Z,"173 km ENE of Levuka, Fiji",earthquake,,11.3,0.271,,reviewed,us,us
2013-10-13T07:15:23.380Z,-18.952,178.9066,57.5,5.1,mb,,63,10.246,0.86,us,usb000kc60,2022-07-25T23:32:54.838Z,"102 km SSE of Suva, Fiji",earthquake,,4.6,0.042,,reviewed,us,us
2013-08-01T21:09:47.630Z,-16.1189,-179.0644,8.4,4.5,mb,,68,9.195,0.63,us,usb000j2s6,2013-09-25T17:45:50.000Z,"171 km ENE of Labasa, Fiji",earthquake,,5.2,0.14,,reviewed,us,us
2013-08-01T15:53:14.690Z,-15.8037,177.8964,26.72,4.7,mb,,188,36.652,0.46,us,usb000j2s2,2013-09-25T17:45:49.000Z,"171 km WNW of Labasa, Fiji",earthquake,,7.4,0.153,,reviewed,us,us
2013-07-17T22:15:40.320Z,-16.486,177.384,7,4.6,mb,24,130,,1.23,us,usp000k23r,2014-11-07T01:51:17.526Z,"120 km NNW of Ba, Fiji",earthquake,,5.5,,20,reviewed,us,us
2013-05-25T16:00:12.480Z,-16.477,177.976,35,4.7,mb,18,125.1,,1.13,us,usp000k0yn,2014-11-07T01:50:54.256Z,"121 km NNE of Ba, Fiji",earthquake,,,,13,reviewed,us,us
2013-04-22T07:47:27.610Z,-16.796,176.29,10,4.7,mb,65,118.9,,0.99,us,usb000gde6,2014-11-07T01:50:37.649Z,"153 km NW of Lautoka, Fiji",earthquake,,,,50,reviewed,us,us
2013-04-11T15:28:28.790Z,-17.34,175.059,21.4,5.7,mww,267,49,,1.07,us,usb000g4z6,2022-05-03T16:14:01.752Z,"255 km WNW of Nadi, Fiji",earthquake,,4.1,,,reviewed,us,us
2013-04-11T10:06:58.460Z,-16.963,-179.235,529.3,4.5,mb,61,75,,0.79,us,usb000g4ug,2014-11-07T01:50:32.851Z,"160 km ESE of Labasa, Fiji",earthquake,,8,,36,reviewed,us,us
2013-03-12T13:48:13.250Z,-16.077,-179.968,10,4.7,mb,23,93.2,,1.14,us,us2013mrai,2014-11-07T01:50:19.836Z,"81 km ENE of Labasa, Fiji",earthquake,,,,9,reviewed,us,us
2013-02-19T23:49:09.260Z,-15.332,-179.486,22.3,4.6,mb,61,121.9,,0.78,us,usp000jzf1,2014-11-07T01:50:09.936Z,"173 km NE of Labasa, Fiji",earthquake,,24.1,,27,reviewed,us,us
2013-01-24T02:17:09.160Z,-16.505,177.442,35,5.1,mb,116,115.7,,1.15,us,usp000jys1,2022-05-03T16:04:03.588Z,"116 km NNW of Ba, Fiji",earthquake,,,,135,reviewed,us,us
2013-01-10T21:57:21.590Z,-16.643,175.231,85.9,5,mb,206,108.2,,0.97,us,usp000jy75,2014-11-07T01:49:48.800Z,"259 km WNW of Lautoka, Fiji",earthquake,,13.3,,133,reviewed,us,us
2012-12-21T18:33:34.590Z,-16.686,176.331,55.3,4.9,mb,36,81.7,,1.13,us,usp000jx82,2014-11-07T01:49:38.361Z,"157 km NW of Lautoka, Fiji",earthquake,,22.2,,16,reviewed,us,us
2012-09-23T06:40:57.740Z,-16.93,175.174,39.1,5.3,mb,186,46.5,,0.89,us,usp000jss5,2014-11-07T01:48:54.115Z,"253 km WNW of Lautoka, Fiji",earthquake,,7.1,,122,reviewed,us,us
2012-09-13T02:00:30.840Z,-18.659,175.846,10,4.7,mb,49,93.3,,1.03,us,usp000js8c,2014-11-07T01:48:51.137Z,"191 km WSW of Nadi, Fiji",earthquake,,,,13,reviewed,us,us
2012-09-13T01:56:34.760Z,-18.68,175.906,10,4.9,mb,47,75.7,,1,us,usp000js8b,2014-11-07T01:48:51.133Z,"186 km WSW of Nadi, Fiji",earthquake,,,,12,reviewed,us,us
2012-09-13T01:54:52.640Z,-18.627,175.845,10,5.5,mwc,358,40.9,,0.94,us,usp000js8a,2022-05-03T15:50:04.668Z,"189 km WSW of Nadi, Fiji",earthquake,,,,,reviewed,us,gcmt
2012-09-06T01:48:53.130Z,-15.706,179.095,10,4.9,mb,108,116.1,,0.88,us,usp000jrty,2014-11-07T01:48:47.836Z,"85 km NNW of Labasa, Fiji",earthquake,,,,95,reviewed,us,us
