time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2005-12-21T17:08:41.720Z,-16.062,-179.794,465.4,4.5,mb,37,110.8,,0.81,us,usp000e6jn,2014-11-07T01:27:55.551Z,"98 km ENE of Labasa, Fiji",earthquake,,10.8,,2,reviewed,us,us
2005-10-19T03:42:32.550Z,-15.99,178.195,10,4.8,mb,19,118.7,,0.9,us,usp000e277,2014-11-07T01:27:26.576Z,"134 km WNW of Labasa, Fiji",earthquake,,,,5,reviewed,us,us
2005-07-03T03:00:12.740Z,-16.428,175.734,20,4.5,mb,12,120.6,,1.09,us,usp000dudf,2014-11-07T01:26:24.009Z,"225 km NW of Lautoka, Fiji",earthquake,,,,1,reviewed,us,us
2005-06-29T14:12:16.830Z,-17.788,178.321,524.6,4.8,mb,21,108.1,,0.89,us,usp000du58,2014-11-07T01:26:18.383Z,"41 km NNW of Suva, Fiji",earthquake,,14,,1,reviewed,us,us
2005-06-29T14:11:27.180Z,-17.864,178.153,525.8,4.7,mb,85,108.1,,0.94,us,usp000du57,2014-11-07T01:26:18.373Z,"43 km NW of Suva, Fiji",earthquake,,9,,21,reviewed,us,us
2005-06-22T04:44:47.890Z,-17.454,-178.993,522.2,4.5,mb,21,120.6,,0.71,us,usp000dtne,2014-11-07T01:26:16.215Z,"191 km ENE of Levuka, Fiji",earthquake,,10.7,,8,reviewed,us,us
2005-04-30T08:52:14.440Z,-17.157,176.571,10,4.8,mb,17,164,,1.03,us,usp000dpka,2014-11-07T01:25:42.572Z,"106 km WNW of Lautoka, Fiji",earthquake,,,,1,reviewed,us,us
2005-03-31T15:29:22.720Z,-18.46,175.912,17.2,4.7,mb,35,58.8,,1.01,us,usp000dktn,2014-11-07T01:25:22.923Z,"174 km WSW of Nadi, Fiji",earthquake,,49.6,,9,reviewed,us,us
2005-03-31T14:51:43.860Z,-18.77,175.755,35,4.9,mb,11,79.9,,1.15,us,usp000dktg,2014-11-07T01:25:22.915Z,"205 km WSW of Nadi, Fiji",earthquake,,,,3,reviewed,us,us
2005-03-31T09:06:08.100Z,-18.769,175.777,116.3,4.7,mb,23,117.4,,0.95,us,usp000dksh,2014-11-07T01:25:22.833Z,"203 km WSW of Nadi, Fiji",earthquake,,20.6,,6,reviewed,us,us
2005-03-31T03:30:24.270Z,-18.882,175.855,172.1,4.5,mb,28,117.5,,1.3,us,usp000dkrf,2014-11-07T01:25:22.680Z,"203 km SW of Nadi, Fiji",earthquake,,27.9,,11,reviewed,us,us
2005-03-31T01:46:17.760Z,-18.448,175.99,10,6,mwc,229,40.3,,1.01,us,usp000dkr3,2022-05-02T17:51:59.739Z,"166 km WSW of Nadi, Fiji",earthquake,,,,,reviewed,us,hrv
2005-03-31T01:39:06.070Z,-18.545,176.013,10,5.9,mwc,179,65.8,,1,us,usp000dkr2,2022-05-02T17:51:58.249Z,"169 km WSW of Nadi, Fiji",earthquake,,,,,reviewed,us,hrv
2004-12-18T19:18:45.550Z,-17.801,178.652,549.3,4.7,mb,110,54.5,,0.79,us,usp000dazc,2014-11-07T01:24:19.097Z,"43 km NNE of Suva, Fiji",earthquake,,,,49,reviewed,us,us
2004-12-16T17:55:19.480Z,-15.896,178.5,10,4.7,mb,12,192.5,,0.9,us,usp000daur,2014-11-07T01:24:18.246Z,"Fiji",earthquake,,,,3,reviewed,us,us
2004-09-03T09:25:02.040Z,-17.139,-179.21,536.9,5.4,mwc,189,37.3,,0.78,us,usp000d3eu,2016-11-09T23:23:34.751Z,"170 km ESE of Labasa, Fiji",earthquake,,,,,reviewed,us,hrv
2004-08-08T12:38:42.460Z,-16.584,175.131,10,4.6,mb,15,116.1,,1.42,us,usp000d1rq,2014-11-07T01:23:10.257Z,"272 km WNW of Lautoka, Fiji",earthquake,,,,5,reviewed,us,us
2004-06-30T09:01:17.510Z,-16.917,-179.118,482.6,4.5,mb,107,118.6,,0.88,us,usp000cz80,2014-11-07T01:22:44.201Z,"170 km ESE of Labasa, Fiji",earthquake,,18,,31,reviewed,us,us
2004-05-25T21:09:24.970Z,-17.584,179.61,600.1,4.5,mb,46,124.5,,0.85,us,usp000cw7a,2014-11-07T01:22:24.194Z,"61 km NNE of Levuka, Fiji",earthquake,,,,19,reviewed,us,us
2004-05-11T20:38:07.230Z,-15.913,-179.218,10,4.5,mb,32,122,,0.9,us,usp000cusj,2014-11-07T01:22:17.439Z,"162 km ENE of Labasa, Fiji",earthquake,,0,,10,reviewed,us,us
2004-05-09T09:57:00.280Z,-16.114,177.616,10,4.6,mb,16,121.1,,1.51,us,usp000cuhx,2014-11-07T01:22:16.216Z,"157 km N of Ba, Fiji",earthquake,,,,4,reviewed,us,us
2004-04-06T19:27:59.270Z,-16.102,178.16,30,4.8,mb,11,132.4,,1.02,us,usp000crvb,2014-11-07T01:21:55.400Z,"133 km WNW of Labasa, Fiji",earthquake,,,,1,reviewed,us,us
2004-01-14T09:30:16.670Z,-15.078,-179.739,10,4.5,mb,10,121.8,,0.48,us,usp000chvr,2014-11-07T01:21:04.072Z,"178 km NNE of Labasa, Fiji",earthquake,,0,,1,reviewed,us,us
2004-01-04T04:40:53.090Z,-16.43,176.171,10,4.5,mb,20,118.6,,1.04,us,usp000ch20,2014-11-07T01:20:58.899Z,"189 km NW of Lautoka, Fiji",earthquake,,,,2,reviewed,us,us
2003-11-13T00:38:13.960Z,-16.175,178.104,33,4.8,mb,18,132,,0.99,us,usp000ccra,2014-11-07T01:20:27.933Z,"137 km WNW of Labasa, Fiji",earthquake,,,,7,reviewed,us,us
2003-11-04T01:52:15.790Z,-16.371,177.712,33,5.1,mwc,24,119.4,,1.04,us,usp000cc0s,2022-05-02T16:52:57.505Z,"128 km N of Ba, Fiji",earthquake,,,,,reviewed,us,hrv
2003-10-20T09:12:14.930Z,-17.923,176.02,33,4.8,mb,11,118.1,,1.21,us,usp000cav7,2014-11-07T01:20:14.029Z,"148 km W of Nadi, Fiji",earthquake,,,,1,reviewed,us,us
2003-09-27T04:46:22.960Z,-16.842,176.444,111.4,4.6,mb,18,131.9,,1.23,us,usp000c8s7,2014-11-07T01:19:57.596Z,"137 km NW of Lautoka, Fiji",earthquake,,,,5,reviewed,us,us
2003-09-27T04:30:45.730Z,-16.37,176.349,33,5,mb,62,72.7,,0.91,us,usp000c8s4,2014-11-07T01:19:57.580Z,"181 km NW of Lautoka, Fiji",earthquake,,,,19,reviewed,us,us
2003-09-24T06:43:15.900Z,-16.692,176.575,33,4.6,mb,12,120.8,,0.63,us,usp000c8fu,2014-11-07T01:19:55.643Z,"138 km NW of Lautoka, Fiji",earthquake,,,,2,reviewed,us,us
2003-09-23T09:42:30.690Z,-16.614,176.569,33,4.9,mb,18,119.6,,1.01,us,usp000c8d1,2014-11-07T01:19:54.698Z,"145 km NW of Lautoka, Fiji",earthquake,,,,4,reviewed,us,us
2003-09-23T09:12:02.160Z,-16.767,176.559,33,4.8,mb,20,118.7,,0.95,us,usp000c8cw,2014-11-07T01:19:54.687Z,"133 km NW of Lautoka, Fiji",earthquake,,,,7,reviewed,us,us
2003-08-14T22:17:00.620Z,-16.413,176.265,33,4.5,mb,8,160.9,,1.25,us,usp000c4wt,2014-11-07T01:19:31.405Z,"183 km NW of Lautoka, Fiji",earthquake,,,,4,reviewed,us,us
2003-07-25T17:36:42.200Z,-16.631,177.191,33,5.3,mwc,124,81.6,,0.95,us,usp000c3b8,2022-05-02T16:39:28.684Z,"112 km NNW of Ba, Fiji",earthquake,,,,,reviewed,us,hrv
2003-07-09T10:50:15.170Z,-16.485,176.653,33,4.6,mb,38,118.7,,1.22,us,usp000c227,2014-11-07T01:19:10.007Z,"151 km NW of Lautoka, Fiji",earthquake,,,,12,reviewed,us,us
2003-06-02T16:03:14.780Z,-17.751,-179.055,600,4.6,mb,28,118.7,,0.91,us,usp000byvh,2014-11-07T01:18:49.209Z,"176 km ENE of Levuka, Fiji",earthquake,,,,2,reviewed,us,us
2003-05-13T15:31:19.610Z,-17.537,-179.009,600,4.7,mb,19,172.3,,0.8,us,usp000bx63,2014-11-07T01:18:36.653Z,"186 km ENE of Levuka, Fiji",earthquake,,,,11,reviewed,us,us
2003-04-11T07:16:08.080Z,-17.473,-179.061,533.5,4.9,mb,145,42.7,,0.93,us,usp000buxf,2014-11-07T01:18:19.676Z,"184 km ENE of Levuka, Fiji",earthquake,,,,50,reviewed,us,us
2003-04-06T07:18:26.930Z,-17.62,179.557,602.2,5.3,mwc,159,82.4,,0.75,us,usp000buhj,2016-11-09T22:14:33.418Z,"Fiji",earthquake,,,,,reviewed,us,hrv
2003-03-27T01:01:56.750Z,-16.138,178.076,33,4.6,mb,24,121.2,,1.08,us,usp000btk3,2014-11-07T01:18:08.835Z,"141 km WNW of Labasa, Fiji",earthquake,,,,10,reviewed,us,us
2003-03-21T19:42:27.170Z,-15.507,-179.847,33,5.8,mwc,100,78.1,,1.1,us,usp000bt6u,2022-05-02T16:28:19.568Z,"132 km NE of Labasa, Fiji",earthquake,,,,,reviewed,us,hrv
2003-03-01T08:40:37.510Z,-16.069,177.637,33,4.7,mb,14,178.8,,1.25,us,usp000brqh,2014-11-07T01:17:56.544Z,"162 km N of Ba, Fiji",earthquake,,,,5,reviewed,us,us
2003-02-25T04:18:32.520Z,-15.945,177.705,33,4.5,mb,10,,,1.36,us,usp000bree,2014-11-07T01:17:52.044Z,"175 km N of Ba, Fiji",earthquake,,,,2,reviewed,us,us
2003-02-20T12:25:45.760Z,-15.376,-179.512,33,4.6,mb,24,,,0.67,us,usp000br33,2014-11-07T01:17:50.050Z,"167 km NE of Labasa, Fiji",earthquake,,,,11,reviewed,us,us
2003-02-06T12:36:11.780Z,-16.62,177.546,33,5.3,mwc,64,,,0.99,us,usp000bq3d,2022-05-02T16:24:58.318Z,"102 km N of Ba, Fiji",earthquake,,,,,reviewed,us,hrv
2003-02-06T12:31:59.800Z,-16.698,177.559,33,5.2,mwc,61,,,0.92,us,usp000bq3c,2022-05-02T16:24:53.139Z,"93 km N of Ba, Fiji",earthquake,,,,,reviewed,us,hrv
2003-02-06T12:06:12.590Z,-16.816,177.573,33,5.2,mwc,46,,,1.02,us,usp000bq3a,2022-05-02T16:24:47.839Z,"80 km N of Ba, Fiji",earthquake,,,,,reviewed,us,hrv
2003-01-18T19:22:43.820Z,-16.647,177.639,33,4.6,mb,9,,,0.68,us,usp000bnsh,2014-11-07T01:17:36.332Z,"98 km N of Ba, Fiji",earthquake,,,,1,reviewed,us,us
2003-01-16T00:15:54.720Z,-16.596,177.499,33,4.7,mb,19,,,1.16,us,usp000bnkt,2014-11-07T01:17:35.509Z,"105 km N of Ba, Fiji",earthquake,,,,4,reviewed,us,us
2003-01-15T13:00:21.930Z,-16.594,177.505,33,4.5,mb,16,,,0.83,us,usp000bnk7,2014-11-07T01:17:35.458Z,"105 km N of Ba, Fiji",earthquake,,,,5,reviewed,us,us
2003-01-08T17:01:20.660Z,-16.322,177.38,33,4.5,mb,8,,,0.7,us,usp000bn8u,2014-11-07T01:17:33.752Z,"137 km NNW of Ba, Fiji",earthquake,,,,3,reviewed,us,us
2002-12-18T03:15:47.800Z,-16.081,178,33,4.5,mb,18,,,0.96,us,usp000bkww,2014-11-07T01:17:22.425Z,"150 km WNW of Labasa, Fiji",earthquake,,,,5,reviewed,us,us
2002-11-30T20:45:43.850Z,-17.716,-179.024,600,4.6,mb,53,,,1.04,us,usp000bjt1,2014-11-07T01:17:12.995Z,"180 km ENE of Levuka, Fiji",earthquake,,,,18,reviewed,us,us
2002-10-28T13:15:05.690Z,-15.904,179.379,33,5.5,mwc,55,,,1.05,us,usp000bfhd,2022-05-02T16:13:40.660Z,"58 km N of Labasa, Fiji",earthquake,,,,,reviewed,us,hrv
2002-09-12T13:46:42.330Z,-17.327,-179.106,600,4.6,mb,16,,,0.97,us,usp000bc2z,2014-11-07T01:16:30.198Z,"186 km ENE of Levuka, Fiji",earthquake,,,,10,reviewed,us,us
2002-09-11T13:26:18.680Z,-17.563,-179.05,600,4.5,mb,15,,,0.49,us,usp000bbzp,2014-11-07T01:16:29.877Z,"181 km ENE of Levuka, Fiji",earthquake,,,,7,reviewed,us,us
2002-09-09T12:27:24.830Z,-16.179,178.186,33,4.7,mb,39,,,0.54,us,usp000bbtk,2014-11-07T01:16:29.363Z,"129 km WNW of Labasa, Fiji",earthquake,,,,16,reviewed,us,us
2002-08-17T09:12:27.090Z,-17.515,178.462,600,4.5,mb,10,,,0.43,us,usp000ba29,2014-11-07T01:16:17.224Z,"69 km N of Suva, Fiji",earthquake,,,,2,reviewed,us,us
2002-07-19T23:54:59.700Z,-16.236,178.161,33,4.7,mb,16,,,0.73,us,usp000b8e5,2014-11-07T01:16:05.174Z,"130 km W of Labasa, Fiji",earthquake,,,,3,reviewed,us,us
2002-07-06T13:16:53.530Z,-17.004,175.542,33,4.7,mb,18,,,0.94,us,usp000b7kx,2014-11-07T01:16:01.434Z,"213 km WNW of Lautoka, Fiji",earthquake,,,,3,reviewed,us,us
2002-06-17T14:08:53.370Z,-17.789,-179.608,600,4.5,mb,59,,,0.81,us,usp000b6bm,2014-11-07T01:15:50.900Z,"118 km ENE of Levuka, Fiji",earthquake,,,,22,reviewed,us,us
2002-06-09T01:21:23.000Z,-15.242,-179.11,400,4.5,mb,17,,,0.88,us,usp000b5ts,2014-11-07T01:15:47.966Z,"146 km SW of Leava, Wallis and Futuna",earthquake,,,,8,reviewed,us,us
2002-04-24T18:44:38.830Z,-17.381,-179.146,600,4.6,mb,16,,,0.94,us,usp000b333,2014-11-07T01:15:28.163Z,"179 km ENE of Levuka, Fiji",earthquake,,,,1,reviewed,us,us
2002-03-22T12:21:10.790Z,-18.607,178.488,557.3,5.3,mwc,207,,,0.93,us,usp000b0ux,2016-11-09T22:07:56.266Z,"51 km S of Suva, Fiji",earthquake,,,,,reviewed,us,hrv
2002-03-17T23:39:19.640Z,-17.958,-179.485,618.2,4.8,mb,194,,,0.9,us,usp000b0hu,2014-11-07T01:15:11.594Z,"127 km E of Levuka, Fiji",earthquake,,,,32,reviewed,us,us
2002-03-14T22:54:45.610Z,-17.771,-179.332,639.5,4.6,mb,28,,,0.91,us,usp000b0au,2014-11-07T01:15:09.011Z,"146 km ENE of Levuka, Fiji",earthquake,,26.7,,12,reviewed,us,us
2002-01-26T10:31:19.330Z,-17.418,-179.011,550,4.8,mb,16,,,1,us,usp000ax6h,2014-11-07T01:14:45.368Z,"191 km ENE of Levuka, Fiji",earthquake,,,,9,reviewed,us,us
2002-01-12T17:58:19.690Z,-15.749,179.189,33,4.8,mb,26,,,0.83,us,usp000awas,2014-11-07T01:14:41.232Z,"78 km NNW of Labasa, Fiji",earthquake,,,,12,reviewed,us,us
2002-01-05T18:22:41.080Z,-17.841,178.887,638.5,5.5,mwc,111,,,1,us,usp000avwc,2022-05-02T15:40:43.408Z,"51 km WNW of Levuka, Fiji",earthquake,,,,,reviewed,us,hrv
2002-01-02T15:22:16.760Z,-17.897,178.775,600,4.8,mb,83,,,0.98,us,usp000avpr,2014-11-07T01:14:36.650Z,"44 km NE of Suva, Fiji",earthquake,,,,26,reviewed,us,us
2002-01-02T14:50:33.490Z,-17.983,178.744,665.8,6.2,mwc,215,,,1.08,us,usp000avpp,2022-05-02T15:40:37.058Z,"36 km ENE of Suva, Fiji",earthquake,,,,,reviewed,us,hrv
2002-01-02T10:24:07.630Z,-16.332,177.921,33,5.5,mwc,110,,,0.74,us,usp000avpd,2022-05-02T15:40:15.844Z,"135 km N of Ba, Fiji",earthquake,,,,,reviewed,us,hrv
2001-12-24T05:21:58.230Z,-16.389,177.877,33,4.5,mb,25,,,1.07,us,usp000av5s,2014-11-07T01:14:31.322Z,"128 km N of Ba, Fiji",earthquake,,,,4,reviewed,us,us
2001-11-22T23:54:14.510Z,-16.337,178.2,10,4.8,mb,14,,,1.29,us,usp000atb0,2014-11-07T01:14:17.611Z,"124 km W of Labasa, Fiji",earthquake,,,,3,reviewed,us,us
2001-11-22T23:24:47.740Z,-16.242,178.054,10,6.2,mwb,163,,,1.12,us,usp000ataz,2022-04-29T19:42:00.471Z,"141 km W of Labasa, Fiji",earthquake,,,,,reviewed,us,us
2001-11-22T23:22:20.440Z,-16.255,178.019,10,6.3,mwc,209,,,1.33,us,usp000atay,2022-04-29T19:41:59.008Z,"145 km W of Labasa, Fiji",earthquake,,,,,reviewed,us,hrv
2001-11-22T15:28:13.880Z,-17.689,-179.126,600,4.7,mb,63,,,0.9,us,usp000atak,2014-11-07T01:14:17.533Z,"170 km ENE of Levuka, Fiji",earthquake,,,,27,reviewed,us,us
2001-11-05T23:07:11.720Z,-17.289,-179.251,564.1,6.3,mwc,454,,,0.88,us,usp000asac,2022-04-29T19:39:41.263Z,"174 km ENE of Levuka, Fiji",earthquake,,,,,reviewed,us,hrv
2001-11-01T15:02:04.750Z,-16.665,176.682,33,4.6,mb,25,,,1.2,us,usp000as1m,2014-11-07T01:14:08.317Z,"133 km NW of Lautoka, Fiji",earthquake,,,,12,reviewed,us,us
2001-11-01T14:54:40.170Z,-16.863,177.085,33,5.3,mwc,60,,,1.14,us,usp000as1k,2022-04-29T17:50:53.693Z,"92 km NNW of Lautoka, Fiji",earthquake,,,,,reviewed,us,hrv
2001-09-24T12:58:18.310Z,-17.367,-179.181,550,4.7,mb,11,,,0.33,us,usp000apqb,2014-11-07T01:13:50.388Z,"177 km ENE of Levuka, Fiji",earthquake,,,,4,reviewed,us,us
2001-09-07T23:23:14.410Z,-16.694,-179.51,500,4.5,mb,26,,,0.81,us,usp000antt,2014-11-07T01:13:45.493Z,"123 km ESE of Labasa, Fiji",earthquake,,,,8,reviewed,us,us
2001-09-05T19:00:36.740Z,-16.062,178.067,10,4.8,mb,64,,,0.86,us,usp000anq2,2014-11-07T01:13:44.994Z,"144 km WNW of Labasa, Fiji",earthquake,,,,37,reviewed,us,us
2001-09-05T04:53:43.370Z,-16.244,177.998,10,5.9,mwc,103,,,0.89,us,usp000anp0,2022-04-29T19:33:04.452Z,"146 km NNE of Ba, Fiji",earthquake,,,,,reviewed,us,hrv
2001-09-04T13:01:47.860Z,-16.277,178.225,10,5.2,mwc,71,,,1.01,us,usp000anmt,2022-04-29T19:32:50.034Z,"122 km W of Labasa, Fiji",earthquake,,,,,reviewed,us,hrv
2001-09-03T23:45:01.710Z,-16.219,178.061,33,4.5,mb,26,,,1.21,us,usp000ankj,2014-11-07T01:13:44.303Z,"141 km W of Labasa, Fiji",earthquake,,,,14,reviewed,us,us
2001-09-03T21:10:45.700Z,-16.284,178.158,10,5.8,mwc,221,,,1.01,us,usp000ankb,2022-04-29T19:30:52.021Z,"129 km W of Labasa, Fiji",earthquake,,,,,reviewed,us,hrv
2001-08-13T04:30:11.440Z,-15.673,178.178,33,4.5,mb,20,,,1.36,us,usp000amcj,2014-11-07T01:13:32.216Z,"152 km WNW of Labasa, Fiji",earthquake,,,,6,reviewed,us,us
2001-07-05T18:47:13.890Z,-17.282,-179.134,600,4.5,mb,15,,,0.72,us,usp000aj1p,2014-11-07T01:13:15.182Z,"185 km ESE of Labasa, Fiji",earthquake,,,,7,reviewed,us,us
2001-06-14T15:09:43.500Z,-17.776,-179.504,600,4.7,mb,41,,,1.37,us,usp000agmv,2014-11-07T01:13:03.831Z,"129 km ENE of Levuka, Fiji",earthquake,,,,14,reviewed,us,us
2001-05-11T04:11:53.120Z,-16.333,178.292,31.5,4.9,mb,53,,,1.1,us,usp000aern,2014-11-07T01:12:47.063Z,"115 km W of Labasa, Fiji",earthquake,,,,23,reviewed,us,us
2001-05-10T14:45:30.590Z,-16.171,178.304,33,5,mb,90,,,1.11,us,usp000aequ,2014-11-07T01:12:46.987Z,"116 km WNW of Labasa, Fiji",earthquake,,,,39,reviewed,us,us
2001-05-10T14:38:19.350Z,-16.065,178.203,18.8,5,mb,93,,,1.02,us,usp000aeqt,2014-11-07T01:12:46.977Z,"130 km WNW of Labasa, Fiji",earthquake,,,,34,reviewed,us,us
2001-03-07T12:20:08.480Z,-16.168,178.271,33,5.1,mwc,61,,,0.74,us,usp000ab2a,2022-04-29T19:30:59.045Z,"120 km WNW of Labasa, Fiji",earthquake,,,,,reviewed,us,hrv
2001-02-15T19:17:57.120Z,-19.084,176.886,10,4.8,mb,18,,,1.25,us,usp000a9pz,2014-11-07T01:12:09.212Z,"152 km SSW of Nadi, Fiji",earthquake,,,,4,reviewed,us,us
2001-01-13T14:42:10.370Z,-18.608,176.194,33,4.5,mb,17,,,1.09,us,usp000a7kx,2014-11-07T01:11:55.468Z,"157 km SW of Nadi, Fiji",earthquake,,,,4,reviewed,us,us
2001-01-10T11:51:55.760Z,-18.466,176.259,33,4.9,mb,32,,,1.11,us,usp000a7ep,2014-11-07T01:11:54.197Z,"142 km WSW of Nadi, Fiji",earthquake,,,,7,reviewed,us,us
2001-01-09T08:00:32.710Z,-18.506,176.071,33,4.7,mb,44,,,0.9,us,usp000a7c4,2014-11-07T01:11:53.427Z,"162 km WSW of Nadi, Fiji",earthquake,,,,18,reviewed,us,us
2001-01-09T07:52:03.640Z,-18.491,176.054,33,5.6,mwc,109,,,0.86,us,usp000a7c3,2022-04-29T19:04:04.007Z,"163 km WSW of Nadi, Fiji",earthquake,,,,,reviewed,us,hrv
2001-01-09T07:33:15.670Z,-18.446,175.982,33,4.9,mb,51,,,1.23,us,usp000a7c2,2014-11-07T01:11:53.400Z,"167 km WSW of Nadi, Fiji",earthquake,,,,22,reviewed,us,us
2001-01-09T07:20:54.300Z,-18.405,175.99,33,4.6,mb,34,,,1.04,us,usp000a7c1,2014-11-07T01:11:53.395Z,"164 km WSW of Nadi, Fiji",earthquake,,,,15,reviewed,us,us
2000-12-21T16:13:11.290Z,-17.485,-179.078,532.9,4.7,mb,52,,,0.95,us,usp000a6gw,2014-11-07T01:11:45.614Z,"181 km ENE of Levuka, Fiji",earthquake,,21.8,,15,reviewed,us,us
2000-12-06T16:04:42.670Z,-17.093,178.874,33,4.7,mb,30,,,1.07,us,usp000a5m4,2014-11-07T01:11:41.122Z,"89 km SW of Labasa, Fiji",earthquake,,,,15,reviewed,us,us
2000-10-05T14:18:01.310Z,-16.192,178.011,33,4.9,mb,23,,,1,us,usp000a1ab,2014-11-07T01:11:14.062Z,"147 km W of Labasa, Fiji",earthquake,,,,9,reviewed,us,us
2000-10-05T14:08:25.380Z,-16.159,178.079,33,4.7,mb,16,,,1.17,us,usp000a1a9,2014-11-07T01:11:14.056Z,"140 km WNW of Labasa, Fiji",earthquake,,,,4,reviewed,us,us
2000-09-30T23:59:07.720Z,-16.713,176.419,33,4.7,mb,19,,,1.13,us,usp000a12n,2014-11-07T01:11:08.477Z,"148 km NW of Lautoka, Fiji",earthquake,,,,8,reviewed,us,us
2000-09-14T14:59:57.670Z,-15.742,179.801,33,6.2,mwc,263,,,0.93,us,usp000a08h,2022-04-29T18:53:10.347Z,"89 km NNE of Labasa, Fiji",earthquake,,,,,reviewed,us,hrv
2000-08-27T04:22:27.060Z,-17.517,-179.064,548.9,5.5,mwc,237,,,0.85,us,usp0009z7w,2016-11-09T23:20:40.142Z,"182 km ENE of Levuka, Fiji",earthquake,,,,,reviewed,us,hrv
2000-08-05T15:18:14.210Z,-18.572,176.255,33,4.7,mb,27,,,1,us,usp0009xyw,2014-11-07T01:10:49.281Z,"149 km SW of Nadi, Fiji",earthquake,,,,7,reviewed,us,us
2000-07-21T17:15:44.090Z,-15.853,178.118,33,4.5,mb,36,,,1.02,us,usp0009wxm,2014-11-07T01:10:39.044Z,"147 km WNW of Labasa, Fiji",earthquake,,,,8,reviewed,us,us
2000-07-12T23:19:57.950Z,-16.5,176.294,33,4.6,mb,13,,,1.24,us,usp0009wcq,2014-11-07T01:10:35.818Z,"174 km NW of Lautoka, Fiji",earthquake,,,,1,reviewed,us,us
2000-06-14T23:01:14.550Z,-17.902,176.212,33,6,mwc,113,,,1.04,us,usp0009ukt,2022-04-29T18:41:21.060Z,"128 km W of Nadi, Fiji",earthquake,,,,,reviewed,us,hrv
2000-06-14T21:33:15.410Z,-17.597,176.046,33,4.8,mb,17,,,1.41,us,usp0009ukg,2014-11-07T01:10:22.539Z,"147 km W of Nadi, Fiji",earthquake,,,,3,reviewed,us,us
2000-05-15T19:34:23.220Z,-17.597,-179.105,600,4.6,mb,,,,0.58,us,usp0009t10,2014-11-07T01:10:08.568Z,"175 km ENE of Levuka, Fiji",earthquake,,,,5,reviewed,us,us
2000-05-01T07:25:13.830Z,-18.038,-179.775,674.9,4.6,mb,,,,0.88,us,usp0009s5j,2014-11-07T01:09:59.985Z,"96 km E of Levuka, Fiji",earthquake,,12.4,,45,reviewed,us,us
2000-03-01T04:46:29.540Z,-19.103,-179.361,671.9,5.6,mwc,,,,0.88,us,usp0009p4j,2022-04-29T18:34:18.343Z,"180 km SE of Levuka, Fiji",earthquake,,,,,reviewed,us,hrv
2000-03-01T04:21:01.390Z,-19.005,-179.361,675,5.8,mwc,,,,0.92,us,usp0009p4h,2022-04-29T18:34:16.968Z,"174 km SE of Levuka, Fiji",earthquake,,,,,reviewed,us,hrv
2000-02-28T22:15:27.150Z,-17.368,-179.035,541.4,4.8,mb,,,,0.81,us,usp0009p2w,2014-11-07T01:09:34.616Z,"191 km ENE of Levuka, Fiji",earthquake,,,,19,reviewed,us,us
2000-01-24T19:28:41.510Z,-17.847,-179.921,650,4.7,mb,,,,0.92,us,usp0009mmd,2014-11-07T01:09:21.840Z,"84 km ENE of Levuka, Fiji",earthquake,,,,8,reviewed,us,us
2000-01-18T18:16:35.790Z,-16.214,177.241,33,4.7,mb,,,,0.78,us,usp0009mb0,2014-11-07T01:09:20.462Z,"153 km NNW of Ba, Fiji",earthquake,,,,15,reviewed,us,us
2000-01-10T00:19:12.940Z,-16.962,-179.418,550.5,4.8,mb,,,,0.74,us,usp0009kz6,2014-11-07T01:09:18.854Z,"142 km ESE of Labasa, Fiji",earthquake,,,,30,reviewed,us,us
